uid,План сотрудника,Факт сотрудника,% вып-я,Число_чеков,Ср.чек,месяц
u354,605 097,438 753,"72,51",40,10 969,ноя.13
u1526,0,0,0,0,/0,ноя.13
u1528,830 631,1 347 712,"162,25",96,14 039,ноя.13
u1128,605 097,555 433,"91,79",42,13 225,ноя.13
u373,605 097,633 165,"104,64",51,12 415,ноя.13
u1796,605 097,0,"0,00",0,/0,ноя.13
u62,0,0,0,0,/0,ноя.13
u347,642 035,420 799,"65,54",29,14 510,ноя.13
u1013,642 035,108 953,"16,97",19,5 734,ноя.13
u57,642 035,885 755,"137,96",63,14 060,ноя.13
u569,642 035,104 148,"16,22",21,4 959,ноя.13
u2066,642 035,872 019,"135,82",72,12 111,ноя.13
u1340,642 035,0,"0,00",0,/0,ноя.13
u1158,642 035,0,"0,00",0,/0,ноя.13
u116,0,0,0,0,/0,ноя.13
u160,642 035,0,"0,00",0,/0,ноя.13
u1597,0,0,0,0,/0,ноя.13
u975,766 017,935 581,"122,14",57,16 414,ноя.13
u681,766 017,695 238,"90,76",43,16 168,ноя.13
u1011,0,0,0,0,/0,ноя.13
u182,766 017,909 708,"118,76",57,15 960,ноя.13
u749,766 017,889 381,"116,10",58,15 334,ноя.13
u967,1 091 086,569 679,"52,21",35,16 277,ноя.13
u18,1 091 086,1 064 548,"97,57",71,14 994,ноя.13
u1155,1 091 086,1 093 782,"100,25",64,17 090,ноя.13
u1205,1 091 086,0,"0,00",0,/0,ноя.13
u238,0,0,0,0,/0,ноя.13
u977,785 398,0,"0,00",0,/0,ноя.13
u509,785 398,0,"0,00",0,/0,ноя.13
u1651,785 398,135 697,"17,28",9,15 077,ноя.13
u1945,0,0,0,0,/0,ноя.13
u2007,785 398,0,"0,00",0,/0,ноя.13
u576,711 981,678 394,"95,28",65,10 437,ноя.13
u1985,711 981,720 595,"101,21",59,12 213,ноя.13
u645,0,0,0,0,/0,ноя.13
u352,711 981,556 071,"78,10",63,8 827,ноя.13
u1452,711 981,727 410,"102,17",74,9 830,ноя.13
u1062,0,0,0,0,/0,ноя.13
u1834,1 602 228,1 335 275,"83,34",107,12 479,ноя.13
u1210,1 602 228,1 354 185,"84,52",110,12 311,ноя.13
u1315,0,0,0,0,/0,ноя.13
u1254,1 602 228,1 119 268,"69,86",92,12 166,ноя.13
u1311,1 602 228,1 108 588,"69,19",110,10 078,ноя.13
u1541,459 956,463 060,"100,67",32,14 471,ноя.13
u27,459 956,381 726,"82,99",31,12 314,ноя.13
u1298,459 956,38 527,"8,38",13,2 964,ноя.13
u372,459 956,489 989,"106,53",31,15 806,ноя.13
u709,459 956,461 369,"100,31",33,13 981,ноя.13
u1791,459 956,462 853,"100,63",28,16 530,ноя.13
u535,1 283 186,1 175 312,"91,59",97,12 117,ноя.13
u927,0,0,0,0,/0,ноя.13
u359,1 283 186,1 384 308,"107,88",125,11 074,ноя.13
u1764,1 283 186,1 542 603,"120,22",113,13 651,ноя.13
u108,1 283 186,1 599 594,"124,66",134,11 937,ноя.13
u508,1 283 186,1 230 841,"95,92",107,11 503,ноя.13
u1795,1 283 186,0,"0,00",0,/0,ноя.13
u1598,1 074 115,465 711,"43,36",44,10 584,ноя.13
u103,1 074 115,1 007 515,"93,80",81,12 438,ноя.13
u909,1 074 115,1 181 348,"109,98",100,11 813,ноя.13
u527,1 074 115,785 309,"73,11",73,10 758,ноя.13
u1114,1 074 115,345 286,"32,15",28,12 332,ноя.13
u811,0,0,0,0,/0,ноя.13
u1181,1 074 115,0,"0,00",0,/0,ноя.13
u1641,584 958,325 047,"55,57",24,13 544,ноя.13
u1993,0,0,0,0,/0,ноя.13
u450,584 958,501 558,"85,74",52,9 645,ноя.13
u1167,584 958,845 531,"144,55",82,10 311,ноя.13
u353,584 958,355 271,"60,73",39,9 110,ноя.13
u1545,607 344,524 802,"86,41",37,14 184,ноя.13
u1433,607 344,676 981,"111,47",52,13 019,ноя.13
u668,2 734 019,2 905 208,"106,26",159,18 272,ноя.13
u554,0,0,0,0,/0,ноя.13
u1593,2 734 019,2 762 085,"101,03",171,16 153,ноя.13
u1120,2 734 019,925 397,"33,85",84,11 017,ноя.13
u1049,2 734 019,2 900 881,"106,10",155,18 715,ноя.13
u90,2 734 019,3 168 162,"115,88",156,20 309,ноя.13
u1394,2 734 019,2 701 334,"98,80",165,16 372,ноя.13
u624,2 734 019,3 198 763,"117,00",197,16 237,ноя.13
u671,2 734 019,0,"0,00",0,/0,ноя.13
u1180,2 734 019,2 890 335,"105,72",180,16 057,ноя.13
u1025,0,0,0,0,/0,ноя.13
u821,565 044,847 332,"149,96",75,11 298,ноя.13
u1480,565 044,0,"0,00",0,/0,ноя.13
u1438,0,0,0,0,/0,ноя.13
u526,565 044,1 005 661,"177,98",65,15 472,ноя.13
u511,565 044,0,"0,00",0,/0,ноя.13
u1468,565 044,845 677,"149,67",71,11 911,ноя.13
u867,565 044,174 350,"30,86",39,4 471,ноя.13
u911,481 691,3 063,"0,64",1,3 063,ноя.13
u11,481 691,436 985,"90,72",45,9 711,ноя.13
u1102,481 691,467 805,"97,12",32,14 619,ноя.13
u1995,481 691,356 518,"74,01",30,11 884,ноя.13
u148,481 691,0,"0,00",0,/0,ноя.13
u916,481 691,286 787,"59,54",25,11 471,ноя.13
u685,481 691,12 176,"2,53",5,2 435,ноя.13
u475,1 533 807,697 862,"45,50",74,9 431,ноя.13
u129,0,0,0,0,/0,ноя.13
u1145,0,0,0,0,/0,ноя.13
u169,393 082,570 772,"145,20",46,12 408,ноя.13
u346,393 082,414 256,"105,39",39,10 622,ноя.13
u349,393 082,438 261,"111,49",38,11 533,ноя.13
u1326,393 082,418 208,"106,39",25,16 728,ноя.13
u1551,393 082,406 395,"103,39",40,10 160,ноя.13
u337,393 082,552 852,"140,65",34,16 260,ноя.13
u1219,393 082,469 288,"119,39",39,12 033,ноя.13
u1599,0,0,0,0,/0,ноя.13
u1330,1 137 047,1 154 141,"101,50",92,12 545,ноя.13
u1153,1 137 047,0,"0,00",0,/0,ноя.13
u550,1 137 047,201 739,"17,74",35,5 764,ноя.13
u2025,1 137 047,0,"0,00",0,/0,ноя.13
u98,1 137 047,221 094,"19,44",32,6 909,ноя.13
u939,1 137 047,0,0,0,/0,ноя.13
u1278,1 137 047,0,"0,00",0,/0,ноя.13
u260,977 932,7 370,"0,75",1,7 370,ноя.13
u500,977 932,52 180,"5,34",8,6 522,ноя.13
u1550,977 932,1 073 555,"109,78",97,11 068,ноя.13
u1549,977 932,244 203,"24,97",11,22 200,ноя.13
u512,1 129 482,638 450,"56,53",57,11 201,ноя.13
u747,1 129 482,0,"0,00",0,/0,ноя.13
u2119,0,0,0,0,/0,ноя.13
u1427,1 129 482,803 053,"71,10",78,10 296,ноя.13
u110,0,0,0,0,/0,ноя.13
u1082,1 129 482,0,"0,00",0,/0,ноя.13
u1151,1 129 482,305 154,"27,02",32,9 536,ноя.13
u2068,598 050,600 875,"100,47",41,14 655,ноя.13
u1045,598 050,0,"0,00",0,/0,ноя.13
u1334,598 050,0,"0,00",0,/0,ноя.13
u915,0,0,0,0,/0,ноя.13
u846,598 050,651 458,"108,93",44,14 806,ноя.13
u826,598 050,0,"0,00",0,/0,ноя.13
u556,0,0,0,0,/0,ноя.13
u1270,598 050,0,"0,00",0,/0,ноя.13
u358,598 050,431 716,"72,19",82,5 265,ноя.13
u1087,0,0,0,0,/0,ноя.13
u473,668 524,495 141,"74,06",53,9 342,ноя.13
u350,668 524,295 469,"44,20",39,7 576,ноя.13
u1077,668 524,460 187,"68,84",60,7 670,ноя.13
u1081,668 524,0,"0,00",0,/0,ноя.13
u1143,0,0,0,0,/0,ноя.13
u2,668 524,525 472,"78,60",54,9 731,ноя.13
u1902,668 524,0,"0,00",0,/0,ноя.13
u133,292 479,158 829,"54,30",14,11 345,ноя.13
u1639,292 479,296 233,"101,28",20,14 812,ноя.13
u1190,292 479,18 502,"6,33",3,6 167,ноя.13
u1123,292 479,372 577,"127,39",30,12 419,ноя.13
u1980,139 276,162 931,"116,98",20,8 147,ноя.13
u1916,139 276,134 851,"96,82",11,12 259,ноя.13
u1005,830 631,626 003,"75,36",68,9 206,ноя.13
u324,830 631,616 567,"74,23",57,10 817,ноя.13
u1084,565 667,591 075,"104,49",52,11 367,ноя.13
u46,0,0,0,0,/0,ноя.13
u926,0,0,0,0,/0,ноя.13
u474,113 458,113 459,"100,00",10,11 346,ноя.13
u922,398 963,398 963,"100,00",25,15 959,ноя.13
u675,72 805,72 806,"100,00",7,10 401,ноя.13
u96,229 629,229 630,"100,00",19,12 086,ноя.13
u655,389 972,400 558,"102,71",18,22 253,ноя.13
u656,389 972,0,"0,00",0,/0,ноя.13
u657,389 972,0,"0,00",0,/0,ноя.13
u658,389 972,0,"0,00",0,/0,ноя.13
u1297,389 972,0,"0,00",0,/0,ноя.13
u660,389 972,411 514,"105,52",32,12 860,ноя.13
u1877,0,0,0,0,/0,ноя.13
u661,389 972,0,"0,00",0,/0,ноя.13
u1364,0,0,0,0,/0,ноя.13
u1456,501 393,512 206,"102,16",55,9 313,ноя.13
u1365,501 393,302 355,"60,30",41,7 375,ноя.13
u630,0,0,0,0,/0,ноя.13
u1459,501 393,0,"0,00",0,/0,ноя.13
u1460,501 393,540 122,"107,72",59,9 155,ноя.13
u1461,501 393,566 053,"112,90",59,9 594,ноя.13
u1462,0,0,0,0,/0,ноя.13
u937,0,0,0,0,/0,ноя.13
u1491,742 667,693 844,"93,43",44,15 769,ноя.13
u288,742 667,0,"0,00",0,/0,ноя.13
u1492,742 667,623 571,"83,96",55,11 338,ноя.13
u700,742 667,1 800,"0,24",2,900,ноя.13
u1495,742 667,0,"0,00",0,/0,ноя.13
u459,742 667,452 169,"60,88",56,8 074,ноя.13
u1894,387 389,262 805,"67,84",40,6 570,ноя.13
u960,387 389,358 623,"92,57",26,13 793,ноя.13
u1676,387 389,369 162,"95,29",44,8 390,ноя.13
u938,387 389,302 907,"78,19",28,10 818,ноя.13
u718,387 389,254 230,"65,63",37,6 871,ноя.13
u1680,0,0,0,0,/0,ноя.13
u829,830 641,805 121,"96,93",81,9 940,ноя.13
u92,830 641,486 473,"58,57",56,8 687,ноя.13
u1679,830 641,548 736,"66,06",39,14 070,ноя.13
u840,0,0,0,0,/0,ноя.13
u950,830 641,551 164,"66,35",58,9 503,ноя.13
u1918,664 345,523 878,"78,86",57,9 191,ноя.13
u1816,664 345,463 383,"69,75",56,8 275,ноя.13
u1487,0,0,0,0,/0,ноя.13
u834,664 345,850 305,"127,99",80,10 629,ноя.13
u1437,664 345,150 270,"22,62",21,7 156,ноя.13
u963,515 320,0,"0,00",0,/0,ноя.13
u1685,515 320,347 889,"67,51",42,8 283,ноя.13
u832,515 320,537 203,"104,25",48,11 192,ноя.13
u1818,515 320,443 844,"86,13",41,10 825,ноя.13
u1843,448 468,288 167,"64,26",38,7 583,ноя.13
u1342,448 468,561 341,"125,17",45,12 474,ноя.13
u836,448 468,226 898,"50,59",30,7 563,ноя.13
u842,0,0,0,0,/0,ноя.13
u1865,515 320,334 564,"64,92",27,12 391,ноя.13
u1683,515 320,240 980,"46,76",20,12 049,ноя.13
u1702,643 584,612 467,"95,16",55,11 136,ноя.13
u1712,643 584,0,"0,00",0,/0,ноя.13
u1715,643 584,653 826,"101,59",57,11 471,ноя.13
u1884,643 584,440 986,"68,52",50,8 820,ноя.13
u1956,0,0,0,0,/0,ноя.13
u1721,643 584,599 063,"93,08",68,8 810,ноя.13
u2076,643 584,561 391,"87,23",60,9 357,ноя.13
u722,469 027,464 764,"99,09",39,11 917,ноя.13
u2098,469 027,175 497,"37,42",21,8 357,ноя.13
u1714,469 027,468 195,"99,82",41,11 419,ноя.13
u1719,0,0,0,0,/0,ноя.13
u756,469 027,0,"0,00",0,/0,ноя.13
u2055,0,0,0,0,/0,ноя.13
u1704,520 444,300 330,"57,71",32,9 385,ноя.13
u1706,520 444,362 935,"69,74",35,10 370,ноя.13
u1707,520 444,441 666,"84,86",35,12 619,ноя.13
u1713,520 444,412 201,"79,20",41,10 054,ноя.13
u1720,0,0,0,0,/0,ноя.13
u595,520 444,0,"0,00",0,/0,ноя.13
u1722,520 444,138 090,"26,53",18,7 672,ноя.13
u1964,389 972,0,"0,00",0,/0,ноя.13
u38,389 972,337 607,"86,57",51,6 620,ноя.13
u1966,389 972,625 161,"160,31",55,11 367,ноя.13
u1967,389 972,0,"0,00",0,/0,ноя.13
u1963,213 886,213 887,"100,00",17,12 582,ноя.13
u126,0,8 588,"0,00",2,4 294,ноя.13
u2071,360 167,290 952,"80,78",22,13 225,ноя.13
u2073,360 167,327 348,"90,89",27,12 124,ноя.13
u1718,0,0,0,0,/0,ноя.13
u2008,360 167,348 091,"96,65",23,15 134,ноя.13
u176,666 295,0,"0,00",0,/0,ноя.13
u824,666 295,0,"0,00",0,/0,ноя.13
u266,666 295,726 026,"108,96",83,8 747,ноя.13
u267,0,0,0,0,/0,ноя.13
u271,666 295,949 781,"142,55",84,11 307,ноя.13
u587,518 663,0,"0,00",0,/0,ноя.13
u1345,518 663,631 573,"121,77",78,8 097,ноя.13
u1346,518 663,14 681,"2,83",1,14 681,ноя.13
u1347,0,0,0,0,/0,ноя.13
u158,518 663,0,"0,00",0,/0,ноя.13
u1348,518 663,100 135,"19,31",7,14 305,ноя.13
u1990,518 663,7 381,"1,42",9,820,ноя.13
u730,961 003,0,"0,00",0,/0,ноя.13
u731,961 003,0,"0,00",0,/0,ноя.13
u695,961 003,450 340,"46,86",52,8 660,ноя.13
u1349,961 003,977 903,"101,76",75,13 039,ноя.13
u936,0,0,0,0,/0,ноя.13
u732,961 003,870 099,"90,54",83,10 483,ноя.13
u1292,0,0,0,0,/0,ноя.13
u715,955 752,1 062 493,"111,17",85,12 500,ноя.13
u1293,955 752,802 202,"83,93",57,14 074,ноя.13
u951,955 752,5 165,"0,54",4,1 291,ноя.13
u1294,955 752,1 009 247,"105,60",72,14 017,ноя.13
u1295,955 752,824 069,"86,22",71,11 607,ноя.13
u1296,955 752,1 058 474,"110,75",75,14 113,ноя.13
u1968,698 050,1 162 168,"166,49",132,8 804,ноя.13
u1570,698 050,1 316 509,"188,60",134,9 825,ноя.13
u1697,698 050,2 249,"0,32",11,204,ноя.13
u1571,698 050,0,"0,00",0,/0,ноя.13
u1572,698 050,0,"0,00",0,/0,ноя.13
u1573,698 050,0,"0,00",0,/0,ноя.13
u771,698 050,16 282,"2,33",1,16 282,ноя.13
u175,517 827,308 824,"59,64",45,6 863,ноя.13
u1513,0,0,0,0,/0,ноя.13
u1343,517 827,202 679,"39,14",27,7 507,ноя.13
u105,517 827,268 332,"51,82",41,6 545,ноя.13
u1515,517 827,694 977,"134,21",72,9 652,ноя.13
u1510,379 387,185 360,"48,86",22,8 425,ноя.13
u1520,467 066,477 052,"102,14",56,8 519,ноя.13
u1511,379 387,197 527,"52,06",22,8 978,ноя.13
u1512,379 387,178 592,"47,07",25,7 144,ноя.13
u1514,379 387,461 927,"121,76",36,12 831,ноя.13
u2021,0,0,0,0,/0,ноя.13
u2023,0,0,0,0,/0,ноя.13
u560,598 886,578 533,"96,60",57,10 150,ноя.13
u561,598 886,558 413,"93,24",53,10 536,ноя.13
u465,598 886,411 607,"68,73",42,9 800,ноя.13
u864,598 886,603 558,"100,78",49,12 318,ноя.13
u562,0,0,0,0,/0,ноя.13
u1313,783 333,549 831,"70,19",39,14 098,ноя.13
u1565,783 333,545 422,"69,63",36,15 151,ноя.13
u1926,0,0,0,0,/0,ноя.13
u1317,783 333,0,"0,00",0,/0,ноя.13
u236,772 981,787 309,"101,85",90,8 748,ноя.13
u964,772 981,928 485,"120,12",71,13 077,ноя.13
u1583,0,0,0,0,/0,ноя.13
u1584,772 981,964 492,"124,78",95,10 153,ноя.13
u1309,772 981,494 286,"63,95",59,8 378,ноя.13
u2057,0,0,0,0,/0,ноя.13
u1812,772 981,733 662,"94,91",63,11 645,ноя.13
u1813,772 981,532 507,"68,89",64,8 320,ноя.13
u1508,772 981,0,"0,00",0,/0,ноя.13
u805,772 981,639 580,"82,74",59,10 840,ноя.13
u966,772 981,772 304,"99,91",60,12 872,ноя.13
u1763,753 760,595 242,"78,97",53,11 231,ноя.13
u1841,753 760,627 494,"83,25",35,17 928,ноя.13
u293,753 760,12 816,"1,70",9,1 424,ноя.13
u901,753 760,434 148,"57,60",41,10 589,ноя.13
u880,791 593,818 028,"103,34",51,16 040,ноя.13
u1927,791 593,829 314,"104,77",59,14 056,ноя.13
u1695,791 593,4 111,"0,52",13,316,ноя.13
u1974,791 593,740 311,"93,52",58,12 764,ноя.13
u1291,791 593,665 139,"84,03",48,13 857,ноя.13
u1696,791 593,753 950,"95,24",56,13 463,ноя.13
u1580,791 593,0,"0,00",0,/0,ноя.13
u1952,543 175,594 349,"109,42",50,11 887,ноя.13
u268,543 175,790,"0,15",1,790,ноя.13
u1564,543 175,600 365,"110,53",41,14 643,ноя.13
u1336,543 175,771 896,"142,11",71,10 872,ноя.13
u1579,543 175,10 721,"1,97",4,2 680,ноя.13
u1689,666 667,0,"0,00",0,/0,ноя.13
u1691,666 667,0,"0,00",0,/0,ноя.13
u887,666 667,514 768,"77,22",46,11 191,ноя.13
u890,666 667,9 241,"1,39",11,840,ноя.13
u892,666 667,1 068 609,"160,29",80,13 358,ноя.13
u876,0,0,0,0,/0,ноя.13
u879,498 329,474 305,"95,18",53,8 949,ноя.13
u883,263 896,426 954,"161,79",33,12 938,ноя.13
u893,263 896,284 152,"107,68",25,11 366,ноя.13
u1300,263 896,434 724,"164,73",42,10 351,ноя.13
u261,612 813,0,"0,00",0,/0,ноя.13
u1420,612 813,496 706,"81,05",48,10 348,ноя.13
u1808,0,0,0,0,/0,ноя.13
u1694,612 813,622 543,"101,59",59,10 552,ноя.13
u1623,612 813,519 901,"84,84",53,9 809,ноя.13
u895,612 813,528 722,"86,28",63,8 392,ноя.13
u877,595 265,0,"0,00",0,/0,ноя.13
u631,595 265,546 512,"91,81",50,10 930,ноя.13
u343,595 265,554 041,"93,07",46,12 044,ноя.13
u1409,595 265,360 255,"60,52",33,10 917,ноя.13
u891,595 265,436 518,"73,33",49,8 909,ноя.13
u262,0,0,0,0,/0,ноя.13
u882,498 329,0,"0,00",0,/0,ноя.13
u2038,0,0,0,0,/0,ноя.13
u287,498 329,363 703,"72,98",39,9 326,ноя.13
u1698,498 329,296 109,"59,42",31,9 552,ноя.13
u1435,498 329,475 499,"95,42",39,12 192,ноя.13
u47,398 583,386 758,"97,03",41,9 433,ноя.13
u1958,398 583,400 218,"100,41",44,9 096,ноя.13
u1957,398 583,448 045,"112,41",43,10 420,ноя.13
u50,398 583,113 226,"28,41",25,4 529,ноя.13
u1535,398 583,463 239,"116,22",29,15 974,ноя.13
u1981,0,0,0,0,/0,ноя.13
u124,0,0,0,0,/0,ноя.13
u149,633 705,0,"0,00",0,/0,ноя.13
u637,633 705,446 736,"70,50",57,7 837,ноя.13
u63,633 705,451 094,"71,18",56,8 055,ноя.13
u639,633 705,449 165,"70,88",57,7 880,ноя.13
u641,633 705,255 835,"40,37",32,7 995,ноя.13
u632,722 963,113 877,"15,75",11,10 352,ноя.13
u382,722 963,998 568,"138,12",97,10 295,ноя.13
u142,0,0,0,0,/0,ноя.13
u638,722 963,662 572,"91,65",75,8 834,ноя.13
u49,0,0,0,0,/0,ноя.13
u636,722 963,374 349,"51,78",71,5 273,ноя.13
u1436,722 963,31 125,"4,31",2,15 563,ноя.13
u52,0,0,0,0,/0,ноя.13
u1776,722 963,0,"0,00",0,/0,ноя.13
u716,536 769,416 197,"77,54",42,9 909,ноя.13
u1408,536 769,207 403,"38,64",20,10 370,ноя.13
u717,0,0,0,0,/0,ноя.13
u719,536 769,516 019,"96,13",42,12 286,ноя.13
u720,536 769,527 539,"98,28",52,10 145,ноя.13
u1372,588 022,723 833,"123,10",62,11 675,ноя.13
u1374,0,0,0,0,/0,ноя.13
u1759,588 022,0,"0,00",0,/0,ноя.13
u1385,588 022,728 476,"123,89",65,11 207,ноя.13
u1390,588 022,647 422,"110,10",67,9 663,ноя.13
u1375,342 899,103 916,"30,31",6,17 319,ноя.13
u1376,342 899,585 995,"170,89",84,6 976,ноя.13
u1379,0,0,0,0,/0,ноя.13
u1384,342 899,610 595,"178,07",72,8 480,ноя.13
u1389,342 899,118 953,"34,69",6,19 825,ноя.13
u1373,326 976,462 994,"141,60",59,7 847,ноя.13
u1377,0,0,0,0,/0,ноя.13
u831,326 976,35 145,"10,75",2,17 572,ноя.13
u1382,0,0,0,0,/0,ноя.13
u1388,326 976,549 513,"168,06",36,15 264,ноя.13
u64,0,0,0,0,/0,ноя.13
u1729,465 181,573 853,"123,36",39,14 714,ноя.13
u1534,0,0,0,0,/0,ноя.13
u1743,465 181,209 997,"45,14",17,12 353,ноя.13
u851,516 728,0,"0,00",0,/0,ноя.13
u543,0,0,0,0,/0,ноя.13
u1730,516 728,198 810,"38,47",29,6 856,ноя.13
u1732,516 728,359 873,"69,64",41,8 777,ноя.13
u1733,0,0,0,0,/0,ноя.13
u664,516 728,704 793,"136,40",52,13 554,ноя.13
u20,516 728,330 530,"63,97",33,10 016,ноя.13
u167,0,0,0,0,/0,ноя.13
u689,527 655,462 653,"87,68",45,10 281,ноя.13
u2112,527 655,359 252,"68,08",39,9 212,ноя.13
u1741,0,0,0,0,/0,ноя.13
u1742,527 655,309 212,"58,60",40,7 730,ноя.13
u541,688 274,886 915,"128,86",74,11 985,ноя.13
u2079,688 274,23 372,"3,40",9,2 597,ноя.13
u1727,688 274,10 098,"1,47",5,2 020,ноя.13
u544,0,0,0,0,/0,ноя.13
u17,688 274,0,"0,00",0,/0,ноя.13
u127,688 274,907 808,"131,90",71,12 786,ноя.13
u1736,688 274,315 403,"45,83",22,14 337,ноя.13
u1739,688 274,905 251,"131,52",69,13 120,ноя.13
u1734,429 526,356 790,"83,07",16,22 299,ноя.13
u1333,429 526,520 648,"121,21",39,13 350,ноя.13
u1744,429 526,0,"0,00",0,/0,ноя.13
u1746,429 526,0,"0,00",0,/0,ноя.13
u1748,0,0,0,0,/0,ноя.13
u367,795 000,653 260,"82,17",50,13 065,ноя.13
u712,0,0,0,0,/0,ноя.13
u1904,795 000,718 667,"90,40",84,8 556,ноя.13
u940,795 000,637 341,"80,17",69,9 237,ноя.13
u1793,0,0,0,0,/0,ноя.13
u704,398 607,47 238,"11,85",4,11 810,ноя.13
u1728,398 607,667 448,"167,44",55,12 135,ноя.13
u958,398 607,634 675,"159,22",51,12 445,ноя.13
u1668,398 607,84 619,"21,23",6,14 103,ноя.13
u546,398 607,438 211,"109,94",60,7 304,ноя.13
u1725,285 933,0,"0,00",0,/0,ноя.13
u490,285 933,240 003,"83,94",29,8 276,ноя.13
u1921,285 933,216 167,"75,60",25,8 647,ноя.13
u440,285 933,160 526,"56,14",19,8 449,ноя.13
u1747,285 933,356 236,"124,59",27,13 194,ноя.13
u1505,501 314,504 317,"100,60",54,9 339,ноя.13
u1839,501 314,242 980,"48,47",28,8 678,ноя.13
u1840,501 314,314 922,"62,82",36,8 748,ноя.13
u1928,787 389,635 629,"80,73",55,11 557,ноя.13
u1765,787 389,424 584,"53,92",40,10 615,ноя.13
u872,787 389,1 074 401,"136,45",87,12 349,ноя.13
u1930,0,0,0,0,/0,ноя.13
u1933,787 389,861 685,"109,44",88,9 792,ноя.13
u60,0,0,0,0,/0,ноя.13
u1581,0,0,0,0,/0,ноя.13
u1835,0,0,0,0,/0,ноя.13
u166,0,0,0,0,/0,ноя.13
u676,0,0,0,0,/0,ноя.13
u1836,0,0,0,0,/0,ноя.13
u2010,277 159,336 635,"121,46",35,9 618,ноя.13
u2014,277 159,395 528,"142,71",35,11 301,ноя.13
u2015,0,0,0,0,/0,ноя.13
u118,277 159,276 098,"99,62",32,8 628,ноя.13
u2016,277 159,646 152,"233,13",33,19 580,ноя.13
u2012,0,0,0,0,/0,ноя.13
u781,481 616,0,"0,00",0,/0,ноя.13
u854,481 616,532 788,"110,63",40,13 320,ноя.13
u130,481 616,602 458,"125,09",45,13 388,ноя.13
u2017,481 616,491 271,"102,00",54,9 098,ноя.13
u1688,625 232,0,"0,00",0,/0,ноя.13
u775,625 232,0,"0,00",0,/0,ноя.13
u1559,625 232,259 370,"41,48",69,3 759,ноя.13
u2078,625 232,429 716,"68,73",41,10 481,ноя.13
u776,625 232,332 586,"53,19",28,11 878,ноя.13
u467,332 312,238 086,"71,65",54,4 409,ноя.13
u111,494 986,317 537,"64,15",34,9 339,ноя.13
u101,494 986,177 166,"35,79",13,13 628,ноя.13
u1558,494 986,333 867,"67,45",25,13 355,ноя.13
u896,494 986,505 475,"102,12",38,13 302,ноя.13
u1939,298 269,108 601,"36,41",6,18 100,ноя.13
u192,298 269,0,"0,00",0,/0,ноя.13
u1789,0,0,0,0,/0,ноя.13
u754,298 269,360 476,"120,86",39,9 243,ноя.13
u1822,551 106,508 707,"92,31",47,10 824,ноя.13
u189,0,0,0,0,/0,ноя.13
u194,551 106,240 031,"43,55",27,8 890,ноя.13
u120,551 106,416 405,"75,56",49,8 498,ноя.13
u193,551 106,456 117,"82,76",49,9 309,ноя.13
u195,551 106,415 911,"75,47",41,10 144,ноя.13
u244,770 133,701 744,"91,12",68,10 320,ноя.13
u240,0,0,0,0,/0,ноя.13
u250,770 133,490 742,"63,72",51,9 622,ноя.13
u252,770 133,213 955,"27,78",33,6 483,ноя.13
u662,1 319 642,1 329 969,"100,78",94,14 149,ноя.13
u255,770 133,567 867,"73,74",72,7 887,ноя.13
u14,770 133,437 263,"56,78",58,7 539,ноя.13
u2045,0,0,0,0,/0,ноя.13
